file_name,label
real/file1532_16k_norm_mono_silence,bonafide
fake/file1532_16k_norm_mono_silence,spoof
real/file1926_16k_norm_mono_silence,bonafide
fake/file1926_16k_norm_mono_silence,spoof
real/file339_16k_norm_mono_silence,bonafide
fake/file339_16k_norm_mono_silence,spoof
real/file1271_16k_norm_mono_silence,bonafide
fake/file1271_16k_norm_mono_silence,spoof
real/file668_16k_norm_mono_silence,bonafide
fake/file668_16k_norm_mono_silence,spoof
real/file1579_16k_norm_mono_silence,bonafide
fake/file1579_16k_norm_mono_silence,spoof
real/file1929_16k_norm_mono_silence,bonafide
fake/file1929_16k_norm_mono_silence,spoof
real/file1404_16k_norm_mono_silence,bonafide
fake/file1404_16k_norm_mono_silence,spoof
real/file2023_16k_norm_mono_silence,bonafide
fake/file2023_16k_norm_mono_silence,spoof
real/file1406_16k_norm_mono_silence,bonafide
fake/file1406_16k_norm_mono_silence,spoof
real/file1102_16k_norm_mono_silence,bonafide
fake/file1102_16k_norm_mono_silence,spoof
real/file1847_16k_norm_mono_silence,bonafide
fake/file1847_16k_norm_mono_silence,spoof
real/file1206_16k_norm_mono_silence,bonafide
fake/file1206_16k_norm_mono_silence,spoof
real/file442_16k_norm_mono_silence,bonafide
fake/file442_16k_norm_mono_silence,spoof
real/file1075_16k_norm_mono_silence,bonafide
fake/file1075_16k_norm_mono_silence,spoof
real/file2128_16k_norm_mono_silence,bonafide
fake/file2128_16k_norm_mono_silence,spoof
real/file835_16k_norm_mono_silence,bonafide
fake/file835_16k_norm_mono_silence,spoof
real/file762_16k_norm_mono_silence,bonafide
fake/file762_16k_norm_mono_silence,spoof
real/file1240_16k_norm_mono_silence,bonafide
fake/file1240_16k_norm_mono_silence,spoof
real/file576_16k_norm_mono_silence,bonafide
fake/file576_16k_norm_mono_silence,spoof
real/file900_16k_norm_mono_silence,bonafide
fake/file900_16k_norm_mono_silence,spoof
real/file1305_16k_norm_mono_silence,bonafide
fake/file1305_16k_norm_mono_silence,spoof
real/file910_16k_norm_mono_silence,bonafide
fake/file910_16k_norm_mono_silence,spoof
real/file559_16k_norm_mono_silence,bonafide
fake/file559_16k_norm_mono_silence,spoof
real/file236_16k_norm_mono_silence,bonafide
fake/file236_16k_norm_mono_silence,spoof
real/file18_16k_norm_mono_silence,bonafide
fake/file18_16k_norm_mono_silence,spoof
real/file193_16k_norm_mono_silence,bonafide
fake/file193_16k_norm_mono_silence,spoof
real/file769_16k_norm_mono_silence,bonafide
fake/file769_16k_norm_mono_silence,spoof
real/file608_16k_norm_mono_silence,bonafide
fake/file608_16k_norm_mono_silence,spoof
real/file801_16k_norm_mono_silence,bonafide
fake/file801_16k_norm_mono_silence,spoof
real/file1879_16k_norm_mono_silence,bonafide
fake/file1879_16k_norm_mono_silence,spoof
real/file1906_16k_norm_mono_silence,bonafide
fake/file1906_16k_norm_mono_silence,spoof
real/file271_16k_norm_mono_silence,bonafide
fake/file271_16k_norm_mono_silence,spoof
real/file418_16k_norm_mono_silence,bonafide
fake/file418_16k_norm_mono_silence,spoof
real/file1575_16k_norm_mono_silence,bonafide
fake/file1575_16k_norm_mono_silence,spoof
real/file2006_16k_norm_mono_silence,bonafide
fake/file2006_16k_norm_mono_silence,spoof
real/file614_16k_norm_mono_silence,bonafide
fake/file2297_16k_norm_mono_silence,spoof
real/file1494_16k_norm_mono_silence,bonafide
fake/file614_16k_norm_mono_silence,spoof
real/file1259_16k_norm_mono_silence,bonafide
fake/file1494_16k_norm_mono_silence,spoof
real/file73_16k_norm_mono_silence,bonafide
fake/file1259_16k_norm_mono_silence,spoof
real/file1571_16k_norm_mono_silence,bonafide
fake/file73_16k_norm_mono_silence,spoof
real/file1447_16k_norm_mono_silence,bonafide
fake/file1571_16k_norm_mono_silence,spoof
real/file1536_16k_norm_mono_silence,bonafide
fake/file1447_16k_norm_mono_silence,spoof
real/file1515_16k_norm_mono_silence,bonafide
fake/file1536_16k_norm_mono_silence,spoof
real/file1576_16k_norm_mono_silence,bonafide
fake/file1515_16k_norm_mono_silence,spoof
real/file178_16k_norm_mono_silence,bonafide
fake/file1576_16k_norm_mono_silence,spoof
real/file2037_16k_norm_mono_silence,bonafide
fake/file178_16k_norm_mono_silence,spoof
real/file1634_16k_norm_mono_silence,bonafide
fake/file2037_16k_norm_mono_silence,spoof
real/file925_16k_norm_mono_silence,bonafide
fake/file1634_16k_norm_mono_silence,spoof
real/file325_16k_norm_mono_silence,bonafide
fake/file925_16k_norm_mono_silence,spoof
real/file1987_16k_norm_mono_silence,bonafide
fake/file325_16k_norm_mono_silence,spoof
real/file1868_16k_norm_mono_silence,bonafide
fake/file1987_16k_norm_mono_silence,spoof
real/file1064_16k_norm_mono_silence,bonafide
fake/file1868_16k_norm_mono_silence,spoof
real/file1430_16k_norm_mono_silence,bonafide
fake/file1064_16k_norm_mono_silence,spoof
real/file1133_16k_norm_mono_silence,bonafide
fake/file1430_16k_norm_mono_silence,spoof
real/file673_16k_norm_mono_silence,bonafide
fake/file1133_16k_norm_mono_silence,spoof
real/file71_16k_norm_mono_silence,bonafide
fake/file673_16k_norm_mono_silence,spoof
real/file2102_16k_norm_mono_silence,bonafide
fake/file71_16k_norm_mono_silence,spoof
real/file1359_16k_norm_mono_silence,bonafide
fake/file2102_16k_norm_mono_silence,spoof
real/file945_16k_norm_mono_silence,bonafide
fake/file1359_16k_norm_mono_silence,spoof
real/file1969_16k_norm_mono_silence,bonafide
fake/file945_16k_norm_mono_silence,spoof
real/file1963_16k_norm_mono_silence,bonafide
fake/file1969_16k_norm_mono_silence,spoof
real/file2179_16k_norm_mono_silence,bonafide
fake/file1963_16k_norm_mono_silence,spoof
real/file2150_16k_norm_mono_silence,bonafide
fake/file2179_16k_norm_mono_silence,spoof
real/file191_16k_norm_mono_silence,bonafide
fake/file2150_16k_norm_mono_silence,spoof
real/file1684_16k_norm_mono_silence,bonafide
fake/file191_16k_norm_mono_silence,spoof
real/file1607_16k_norm_mono_silence,bonafide
fake/file1684_16k_norm_mono_silence,spoof
real/file1528_16k_norm_mono_silence,bonafide
fake/file1607_16k_norm_mono_silence,spoof
real/file1895_16k_norm_mono_silence,bonafide
fake/file1528_16k_norm_mono_silence,spoof
real/file1149_16k_norm_mono_silence,bonafide
fake/file1895_16k_norm_mono_silence,spoof
real/file2176_16k_norm_mono_silence,bonafide
fake/file1149_16k_norm_mono_silence,spoof
real/file645_16k_norm_mono_silence,bonafide
fake/file2176_16k_norm_mono_silence,spoof
real/file1205_16k_norm_mono_silence,bonafide
fake/file645_16k_norm_mono_silence,spoof
real/file1497_16k_norm_mono_silence,bonafide
fake/file1205_16k_norm_mono_silence,spoof
real/file944_16k_norm_mono_silence,bonafide
fake/file1497_16k_norm_mono_silence,spoof
real/file2225_16k_norm_mono_silence,bonafide
fake/file944_16k_norm_mono_silence,spoof
real/file187_16k_norm_mono_silence,bonafide
fake/file2225_16k_norm_mono_silence,spoof
real/file1789_16k_norm_mono_silence,bonafide
fake/file187_16k_norm_mono_silence,spoof
real/file1371_16k_norm_mono_silence,bonafide
fake/file1789_16k_norm_mono_silence,spoof
real/file1574_16k_norm_mono_silence,bonafide
fake/file1371_16k_norm_mono_silence,spoof
real/file1192_16k_norm_mono_silence,bonafide
fake/file1574_16k_norm_mono_silence,spoof
real/file2252_16k_norm_mono_silence,bonafide
fake/file1192_16k_norm_mono_silence,spoof
real/file1279_16k_norm_mono_silence,bonafide
fake/file2252_16k_norm_mono_silence,spoof
real/file26_16k_norm_mono_silence,bonafide
fake/file1279_16k_norm_mono_silence,spoof
real/file1978_16k_norm_mono_silence,bonafide
fake/file26_16k_norm_mono_silence,spoof
real/file1761_16k_norm_mono_silence,bonafide
fake/file1978_16k_norm_mono_silence,spoof
real/file562_16k_norm_mono_silence,bonafide
fake/file1761_16k_norm_mono_silence,spoof
real/file35_16k_norm_mono_silence,bonafide
fake/file562_16k_norm_mono_silence,spoof
real/file1184_16k_norm_mono_silence,bonafide
fake/file35_16k_norm_mono_silence,spoof
real/file1321_16k_norm_mono_silence,bonafide
fake/file1184_16k_norm_mono_silence,spoof
real/file710_16k_norm_mono_silence,bonafide
fake/file1321_16k_norm_mono_silence,spoof
real/file2000_16k_norm_mono_silence,bonafide
fake/file710_16k_norm_mono_silence,spoof
real/file1623_16k_norm_mono_silence,bonafide
fake/file2000_16k_norm_mono_silence,spoof
real/file1616_16k_norm_mono_silence,bonafide
fake/file1623_16k_norm_mono_silence,spoof
real/file735_16k_norm_mono_silence,bonafide
fake/file1616_16k_norm_mono_silence,spoof
real/file2109_16k_norm_mono_silence,bonafide
fake/file735_16k_norm_mono_silence,spoof
real/file177_16k_norm_mono_silence,bonafide
fake/file2109_16k_norm_mono_silence,spoof
real/file326_16k_norm_mono_silence,bonafide
fake/file177_16k_norm_mono_silence,spoof
real/file1760_16k_norm_mono_silence,bonafide
fake/file326_16k_norm_mono_silence,spoof
real/file1354_16k_norm_mono_silence,bonafide
fake/file1760_16k_norm_mono_silence,spoof
real/file452_16k_norm_mono_silence,bonafide
fake/file1354_16k_norm_mono_silence,spoof
real/file1245_16k_norm_mono_silence,bonafide
fake/file452_16k_norm_mono_silence,spoof
real/file553_16k_norm_mono_silence,bonafide
fake/file1245_16k_norm_mono_silence,spoof
real/file491_16k_norm_mono_silence,bonafide
fake/file553_16k_norm_mono_silence,spoof
real/file1795_16k_norm_mono_silence,bonafide
fake/file491_16k_norm_mono_silence,spoof
real/file1011_16k_norm_mono_silence,bonafide
fake/file1795_16k_norm_mono_silence,spoof
real/file352_16k_norm_mono_silence,bonafide
fake/file1011_16k_norm_mono_silence,spoof
real/file1736_16k_norm_mono_silence,bonafide
fake/file352_16k_norm_mono_silence,spoof
real/file276_16k_norm_mono_silence,bonafide
fake/file2270_16k_norm_mono_silence,spoof
real/file656_16k_norm_mono_silence,bonafide
fake/file1736_16k_norm_mono_silence,spoof
real/file1880_16k_norm_mono_silence,bonafide
fake/file276_16k_norm_mono_silence,spoof
real/file1801_16k_norm_mono_silence,bonafide
fake/file656_16k_norm_mono_silence,spoof
real/file890_16k_norm_mono_silence,bonafide
fake/file1880_16k_norm_mono_silence,spoof
real/file1258_16k_norm_mono_silence,bonafide
fake/file1801_16k_norm_mono_silence,spoof
real/file1886_16k_norm_mono_silence,bonafide
fake/file890_16k_norm_mono_silence,spoof
real/file914_16k_norm_mono_silence,bonafide
fake/file1258_16k_norm_mono_silence,spoof
real/file1564_16k_norm_mono_silence,bonafide
fake/file1886_16k_norm_mono_silence,spoof
real/file1651_16k_norm_mono_silence,bonafide
fake/file914_16k_norm_mono_silence,spoof
real/file1495_16k_norm_mono_silence,bonafide
fake/file1564_16k_norm_mono_silence,spoof
real/file1763_16k_norm_mono_silence,bonafide
fake/file1651_16k_norm_mono_silence,spoof
real/file1352_16k_norm_mono_silence,bonafide
fake/file1495_16k_norm_mono_silence,spoof
real/file1018_16k_norm_mono_silence,bonafide
fake/file1763_16k_norm_mono_silence,spoof
real/file952_16k_norm_mono_silence,bonafide
fake/file1352_16k_norm_mono_silence,spoof
real/file789_16k_norm_mono_silence,bonafide
fake/file1018_16k_norm_mono_silence,spoof
real/file596_16k_norm_mono_silence,bonafide
fake/file952_16k_norm_mono_silence,spoof
real/file507_16k_norm_mono_silence,bonafide
fake/file789_16k_norm_mono_silence,spoof
real/file429_16k_norm_mono_silence,bonafide
fake/file596_16k_norm_mono_silence,spoof
real/file1614_16k_norm_mono_silence,bonafide
fake/file507_16k_norm_mono_silence,spoof
real/file631_16k_norm_mono_silence,bonafide
fake/file429_16k_norm_mono_silence,spoof
real/file881_16k_norm_mono_silence,bonafide
fake/file1614_16k_norm_mono_silence,spoof
real/file467_16k_norm_mono_silence,bonafide
fake/file631_16k_norm_mono_silence,spoof
real/file1750_16k_norm_mono_silence,bonafide
fake/file881_16k_norm_mono_silence,spoof
real/file1749_16k_norm_mono_silence,bonafide
fake/file2328_16k_norm_mono_silence,spoof
real/file66_16k_norm_mono_silence,bonafide
fake/file467_16k_norm_mono_silence,spoof
real/file1350_16k_norm_mono_silence,bonafide
fake/file1750_16k_norm_mono_silence,spoof
real/file478_16k_norm_mono_silence,bonafide
fake/file1749_16k_norm_mono_silence,spoof
real/file1646_16k_norm_mono_silence,bonafide
fake/file66_16k_norm_mono_silence,spoof
real/file1_16k_norm_mono_silence,bonafide
fake/file1350_16k_norm_mono_silence,spoof
real/file12_16k_norm_mono_silence,bonafide
fake/file478_16k_norm_mono_silence,spoof
real/file781_16k_norm_mono_silence,bonafide
fake/file1646_16k_norm_mono_silence,spoof
real/file1552_16k_norm_mono_silence,bonafide
fake/file1_16k_norm_mono_silence,spoof
real/file1154_16k_norm_mono_silence,bonafide
fake/file12_16k_norm_mono_silence,spoof
real/file1015_16k_norm_mono_silence,bonafide
fake/file781_16k_norm_mono_silence,spoof
real/file217_16k_norm_mono_silence,bonafide
fake/file1552_16k_norm_mono_silence,spoof
real/file1141_16k_norm_mono_silence,bonafide
fake/file1154_16k_norm_mono_silence,spoof
real/file1728_16k_norm_mono_silence,bonafide
fake/file1015_16k_norm_mono_silence,spoof
real/file1204_16k_norm_mono_silence,bonafide
fake/file217_16k_norm_mono_silence,spoof
real/file401_16k_norm_mono_silence,bonafide
fake/file1141_16k_norm_mono_silence,spoof
real/file1484_16k_norm_mono_silence,bonafide
fake/file1728_16k_norm_mono_silence,spoof
real/file1238_16k_norm_mono_silence,bonafide
fake/file1204_16k_norm_mono_silence,spoof
real/file1469_16k_norm_mono_silence,bonafide
fake/file401_16k_norm_mono_silence,spoof
real/file1931_16k_norm_mono_silence,bonafide
fake/file1484_16k_norm_mono_silence,spoof
real/file1820_16k_norm_mono_silence,bonafide
fake/file1238_16k_norm_mono_silence,spoof
real/file1496_16k_norm_mono_silence,bonafide
fake/file1469_16k_norm_mono_silence,spoof
real/file1777_16k_norm_mono_silence,bonafide
fake/file1931_16k_norm_mono_silence,spoof
real/file1166_16k_norm_mono_silence,bonafide
fake/file1820_16k_norm_mono_silence,spoof
real/file1743_16k_norm_mono_silence,bonafide
fake/file1496_16k_norm_mono_silence,spoof
real/file1222_16k_norm_mono_silence,bonafide
fake/file1777_16k_norm_mono_silence,spoof
real/file1982_16k_norm_mono_silence,bonafide
fake/file1166_16k_norm_mono_silence,spoof
real/file1746_16k_norm_mono_silence,bonafide
fake/file1743_16k_norm_mono_silence,spoof
real/file212_16k_norm_mono_silence,bonafide
fake/file1222_16k_norm_mono_silence,spoof
real/file125_16k_norm_mono_silence,bonafide
fake/file1982_16k_norm_mono_silence,spoof
real/file979_16k_norm_mono_silence,bonafide
fake/file1746_16k_norm_mono_silence,spoof
real/file69_16k_norm_mono_silence,bonafide
fake/file212_16k_norm_mono_silence,spoof
real/file1648_16k_norm_mono_silence,bonafide
fake/file125_16k_norm_mono_silence,spoof
real/file1125_16k_norm_mono_silence,bonafide
fake/file979_16k_norm_mono_silence,spoof
real/file897_16k_norm_mono_silence,bonafide
fake/file69_16k_norm_mono_silence,spoof
real/file1334_16k_norm_mono_silence,bonafide
fake/file1648_16k_norm_mono_silence,spoof
real/file518_16k_norm_mono_silence,bonafide
fake/file1125_16k_norm_mono_silence,spoof
real/file1511_16k_norm_mono_silence,bonafide
fake/file897_16k_norm_mono_silence,spoof
real/file1544_16k_norm_mono_silence,bonafide
fake/file1334_16k_norm_mono_silence,spoof
real/file580_16k_norm_mono_silence,bonafide
fake/file518_16k_norm_mono_silence,spoof
real/file1042_16k_norm_mono_silence,bonafide
fake/file1511_16k_norm_mono_silence,spoof
real/file1209_16k_norm_mono_silence,bonafide
fake/file1544_16k_norm_mono_silence,spoof
real/file1919_16k_norm_mono_silence,bonafide
fake/file580_16k_norm_mono_silence,spoof
real/file484_16k_norm_mono_silence,bonafide
fake/file1042_16k_norm_mono_silence,spoof
real/file1098_16k_norm_mono_silence,bonafide
fake/file1209_16k_norm_mono_silence,spoof
real/file1467_16k_norm_mono_silence,bonafide
fake/file1919_16k_norm_mono_silence,spoof
real/file784_16k_norm_mono_silence,bonafide
fake/file484_16k_norm_mono_silence,spoof
real/file151_16k_norm_mono_silence,bonafide
fake/file1098_16k_norm_mono_silence,spoof
real/file907_16k_norm_mono_silence,bonafide
fake/file1467_16k_norm_mono_silence,spoof
real/file1046_16k_norm_mono_silence,bonafide
fake/file784_16k_norm_mono_silence,spoof
real/file180_16k_norm_mono_silence,bonafide
fake/file151_16k_norm_mono_silence,spoof
real/file1299_16k_norm_mono_silence,bonafide
fake/file907_16k_norm_mono_silence,spoof
real/file411_16k_norm_mono_silence,bonafide
fake/file1046_16k_norm_mono_silence,spoof
real/file78_16k_norm_mono_silence,bonafide
fake/file180_16k_norm_mono_silence,spoof
real/file756_16k_norm_mono_silence,bonafide
fake/file1299_16k_norm_mono_silence,spoof
real/file2024_16k_norm_mono_silence,bonafide
fake/file411_16k_norm_mono_silence,spoof
real/file1323_16k_norm_mono_silence,bonafide
fake/file78_16k_norm_mono_silence,spoof
real/file1290_16k_norm_mono_silence,bonafide
fake/file756_16k_norm_mono_silence,spoof
real/file847_16k_norm_mono_silence,bonafide
fake/file2024_16k_norm_mono_silence,spoof
real/file1261_16k_norm_mono_silence,bonafide
fake/file1323_16k_norm_mono_silence,spoof
real/file549_16k_norm_mono_silence,bonafide
fake/file1290_16k_norm_mono_silence,spoof
real/file1827_16k_norm_mono_silence,bonafide
fake/file847_16k_norm_mono_silence,spoof
real/file1893_16k_norm_mono_silence,bonafide
fake/file1261_16k_norm_mono_silence,spoof
real/file663_16k_norm_mono_silence,bonafide
fake/file549_16k_norm_mono_silence,spoof
real/file1460_16k_norm_mono_silence,bonafide
fake/file1827_16k_norm_mono_silence,spoof
real/file1194_16k_norm_mono_silence,bonafide
fake/file1893_16k_norm_mono_silence,spoof
real/file483_16k_norm_mono_silence,bonafide
fake/file663_16k_norm_mono_silence,spoof
real/file2203_16k_norm_mono_silence,bonafide
fake/file1460_16k_norm_mono_silence,spoof
real/file201_16k_norm_mono_silence,bonafide
fake/file1194_16k_norm_mono_silence,spoof
real/file136_16k_norm_mono_silence,bonafide
fake/file483_16k_norm_mono_silence,spoof
real/file984_16k_norm_mono_silence,bonafide
fake/file2203_16k_norm_mono_silence,spoof
real/file2151_16k_norm_mono_silence,bonafide
fake/file201_16k_norm_mono_silence,spoof
real/file1454_16k_norm_mono_silence,bonafide
fake/file136_16k_norm_mono_silence,spoof
real/file465_16k_norm_mono_silence,bonafide
fake/file984_16k_norm_mono_silence,spoof
real/file788_16k_norm_mono_silence,bonafide
fake/file2151_16k_norm_mono_silence,spoof
real/file499_16k_norm_mono_silence,bonafide
fake/file1454_16k_norm_mono_silence,spoof
real/file492_16k_norm_mono_silence,bonafide
fake/file465_16k_norm_mono_silence,spoof
real/file469_16k_norm_mono_silence,bonafide
fake/file788_16k_norm_mono_silence,spoof
real/file115_16k_norm_mono_silence,bonafide
fake/file2289_16k_norm_mono_silence,spoof
real/file263_16k_norm_mono_silence,bonafide
fake/file499_16k_norm_mono_silence,spoof
real/file238_16k_norm_mono_silence,bonafide
fake/file492_16k_norm_mono_silence,spoof
real/file1104_16k_norm_mono_silence,bonafide
fake/file2350_16k_norm_mono_silence,spoof
real/file58_16k_norm_mono_silence,bonafide
fake/file469_16k_norm_mono_silence,spoof
real/file986_16k_norm_mono_silence,bonafide
fake/file115_16k_norm_mono_silence,spoof
real/file4_16k_norm_mono_silence,bonafide
fake/file263_16k_norm_mono_silence,spoof
real/file1389_16k_norm_mono_silence,bonafide
fake/file238_16k_norm_mono_silence,spoof
real/file1374_16k_norm_mono_silence,bonafide
fake/file1104_16k_norm_mono_silence,spoof
real/file2015_16k_norm_mono_silence,bonafide
fake/file58_16k_norm_mono_silence,spoof
real/file311_16k_norm_mono_silence,bonafide
fake/file986_16k_norm_mono_silence,spoof
real/file394_16k_norm_mono_silence,bonafide
fake/file4_16k_norm_mono_silence,spoof
real/file1362_16k_norm_mono_silence,bonafide
fake/file1389_16k_norm_mono_silence,spoof
real/file1589_16k_norm_mono_silence,bonafide
fake/file1374_16k_norm_mono_silence,spoof
real/file568_16k_norm_mono_silence,bonafide
fake/file2015_16k_norm_mono_silence,spoof
real/file1370_16k_norm_mono_silence,bonafide
fake/file311_16k_norm_mono_silence,spoof
real/file1698_16k_norm_mono_silence,bonafide
fake/file394_16k_norm_mono_silence,spoof
real/file1076_16k_norm_mono_silence,bonafide
fake/file1362_16k_norm_mono_silence,spoof
real/file1116_16k_norm_mono_silence,bonafide
fake/file2280_16k_norm_mono_silence,spoof
real/file1335_16k_norm_mono_silence,bonafide
fake/file1589_16k_norm_mono_silence,spoof
real/file687_16k_norm_mono_silence,bonafide
fake/file568_16k_norm_mono_silence,spoof
real/file62_16k_norm_mono_silence,bonafide
fake/file1370_16k_norm_mono_silence,spoof
real/file543_16k_norm_mono_silence,bonafide
fake/file1698_16k_norm_mono_silence,spoof
real/file2048_16k_norm_mono_silence,bonafide
fake/file1076_16k_norm_mono_silence,spoof
real/file1193_16k_norm_mono_silence,bonafide
fake/file1116_16k_norm_mono_silence,spoof
real/file153_16k_norm_mono_silence,bonafide
fake/file1335_16k_norm_mono_silence,spoof
real/file1010_16k_norm_mono_silence,bonafide
fake/file687_16k_norm_mono_silence,spoof
real/file1424_16k_norm_mono_silence,bonafide
fake/file62_16k_norm_mono_silence,spoof
real/file1899_16k_norm_mono_silence,bonafide
fake/file543_16k_norm_mono_silence,spoof
real/file393_16k_norm_mono_silence,bonafide
fake/file2048_16k_norm_mono_silence,spoof
real/file616_16k_norm_mono_silence,bonafide
fake/file1193_16k_norm_mono_silence,spoof
real/file90_16k_norm_mono_silence,bonafide
fake/file153_16k_norm_mono_silence,spoof
real/file1043_16k_norm_mono_silence,bonafide
fake/file1010_16k_norm_mono_silence,spoof
real/file375_16k_norm_mono_silence,bonafide
fake/file1424_16k_norm_mono_silence,spoof
real/file1782_16k_norm_mono_silence,bonafide
fake/file1899_16k_norm_mono_silence,spoof
real/file1071_16k_norm_mono_silence,bonafide
fake/file393_16k_norm_mono_silence,spoof
real/file1596_16k_norm_mono_silence,bonafide
fake/file616_16k_norm_mono_silence,spoof
real/file585_16k_norm_mono_silence,bonafide
fake/file90_16k_norm_mono_silence,spoof
real/file1233_16k_norm_mono_silence,bonafide
fake/file1043_16k_norm_mono_silence,spoof
real/file503_16k_norm_mono_silence,bonafide
fake/file375_16k_norm_mono_silence,spoof
real/file320_16k_norm_mono_silence,bonafide
fake/file1782_16k_norm_mono_silence,spoof
real/file1558_16k_norm_mono_silence,bonafide
fake/file1071_16k_norm_mono_silence,spoof
real/file2254_16k_norm_mono_silence,bonafide
fake/file1596_16k_norm_mono_silence,spoof
real/file1840_16k_norm_mono_silence,bonafide
fake/file585_16k_norm_mono_silence,spoof
real/file342_16k_norm_mono_silence,bonafide
fake/file1233_16k_norm_mono_silence,spoof
real/file1283_16k_norm_mono_silence,bonafide
fake/file503_16k_norm_mono_silence,spoof
real/file1681_16k_norm_mono_silence,bonafide
fake/file320_16k_norm_mono_silence,spoof
real/file2160_16k_norm_mono_silence,bonafide
fake/file1558_16k_norm_mono_silence,spoof
real/file1172_16k_norm_mono_silence,bonafide
fake/file2254_16k_norm_mono_silence,spoof
real/file1294_16k_norm_mono_silence,bonafide
fake/file1840_16k_norm_mono_silence,spoof
real/file2075_16k_norm_mono_silence,bonafide
fake/file342_16k_norm_mono_silence,spoof
real/file1275_16k_norm_mono_silence,bonafide
fake/file1283_16k_norm_mono_silence,spoof
real/file309_16k_norm_mono_silence,bonafide
fake/file1681_16k_norm_mono_silence,spoof
real/file697_16k_norm_mono_silence,bonafide
fake/file2160_16k_norm_mono_silence,spoof
real/file1583_16k_norm_mono_silence,bonafide
fake/file1172_16k_norm_mono_silence,spoof
real/file300_16k_norm_mono_silence,bonafide
fake/file1294_16k_norm_mono_silence,spoof
real/file819_16k_norm_mono_silence,bonafide
fake/file2075_16k_norm_mono_silence,spoof
real/file1325_16k_norm_mono_silence,bonafide
fake/file1275_16k_norm_mono_silence,spoof
real/file168_16k_norm_mono_silence,bonafide
fake/file309_16k_norm_mono_silence,spoof
real/file2147_16k_norm_mono_silence,bonafide
fake/file697_16k_norm_mono_silence,spoof
real/file1913_16k_norm_mono_silence,bonafide
fake/file1583_16k_norm_mono_silence,spoof
real/file2063_16k_norm_mono_silence,bonafide
fake/file300_16k_norm_mono_silence,spoof
real/file45_16k_norm_mono_silence,bonafide
fake/file819_16k_norm_mono_silence,spoof
real/file1286_16k_norm_mono_silence,bonafide
fake/file1325_16k_norm_mono_silence,spoof
real/file1112_16k_norm_mono_silence,bonafide
fake/file168_16k_norm_mono_silence,spoof
real/file49_16k_norm_mono_silence,bonafide
fake/file2336_16k_norm_mono_silence,spoof
real/file758_16k_norm_mono_silence,bonafide
fake/file2147_16k_norm_mono_silence,spoof
real/file1008_16k_norm_mono_silence,bonafide
fake/file1913_16k_norm_mono_silence,spoof
real/file496_16k_norm_mono_silence,bonafide
fake/file2063_16k_norm_mono_silence,spoof
real/file1234_16k_norm_mono_silence,bonafide
fake/file45_16k_norm_mono_silence,spoof
real/file514_16k_norm_mono_silence,bonafide
fake/file1286_16k_norm_mono_silence,spoof
real/file579_16k_norm_mono_silence,bonafide
fake/file1112_16k_norm_mono_silence,spoof
real/file408_16k_norm_mono_silence,bonafide
fake/file49_16k_norm_mono_silence,spoof
real/file684_16k_norm_mono_silence,bonafide
fake/file758_16k_norm_mono_silence,spoof
real/file1666_16k_norm_mono_silence,bonafide
